ProductVariety,MarketingSpend,CustomerFootfall,StoreSize,EmployeeEfficiency,StoreAge,CompetitorDistance,PromotionsCount,EconomicIndicator,StoreLocation,StoreCategory,MonthlySalesRevenue
233,19,1639,78,92.8,11,9,4,90.1,Los Angeles,Electronics,181.07
541,35,2033,444,67.7,18,10,6,74,Sacramento,Clothing,321.38
684,13,2082,483,82.1,10,12,4,115,San Francisco,Clothing,393.52
396,15,1536,195,71.5,6,13,4,110.9,San Francisco,Grocery,222.64
466,28,1893,399,63.9,2,7,6,106.6,Palo Alto,Grocery,356.9
658,47,2382,380,60.6,2,8,7,92.2,Palo Alto,Electronics,328.6
518,9,1972,62,66.1,4,10,3,72.7,Sacramento,Clothing,255.42
807,18,1933,456,87.5,3,9,5,115.7,Los Angeles,Electronics,423.8
707,10,2142,418,74.1,18,9,3,78.6,Palo Alto,Electronics,418.72
391,32,1151,465,92.6,11,9,6,102.1,San Francisco,Electronics,280.21
695,21,2866,70,57.4,11,6,4,106.1,Palo Alto,Grocery,255.54
466,38,1716,244,65.7,14,12,7,94.9,Sacramento,Grocery,253.27
322,9,1844,416,91.5,17,8,3,120.5,Palo Alto,Clothing,319.8
585,41,1944,408,62.1,25,16,6,93.5,Sacramento,Clothing,343.63
446,13,2105,387,76.3,24,5,5,112.8,Sacramento,Clothing,359.25
735,37,1690,340,71.5,1,10,6,96.4,San Francisco,Grocery,423.33
642,39,2543,148,66.8,13,8,7,95,Los Angeles,Electronics,273.51
420,30,826,207,59.2,14,14,6,105.1,Los Angeles,Electronics,247.79
591,45,2000,316,73.3,25,11,7,106.2,Los Angeles,Grocery,344.28
457,31,2053,50,55.5,7,12,5,84.8,Los Angeles,Grocery,166.14
246,12,1236,67,90,6,7,4,97.8,Los Angeles,Electronics,138.91
457,6,1711,192,59.1,1,13,3,101.9,Los Angeles,Grocery,247.61
457,41,1889,346,57.3,19,9,6,115.7,San Francisco,Grocery,324.38
586,27,1643,432,51.1,13,12,6,84.2,Sacramento,Clothing,413.95
519,39,1678,86,55.1,22,8,6,115.5,Sacramento,Electronics,225.7
358,44,1420,155,66.4,1,11,7,119,Palo Alto,Electronics,207.04
597,9,2622,355,93.6,26,13,4,99.1,Los Angeles,Electronics,325.16
342,47,1285,221,74.4,24,6,7,106.3,San Francisco,Electronics,210.75
350,45,2126,413,92.9,12,13,8,111.6,Sacramento,Clothing,295.37
559,9,2042,98,80.9,15,7,4,106.8,Palo Alto,Clothing,283.73
372,46,2022,220,67.5,9,13,8,104.6,San Francisco,Grocery,289.25
569,46,1217,317,80.2,11,13,7,107.9,Los Angeles,Electronics,341.61
486,23,2011,268,92.9,17,7,5,83.8,Sacramento,Clothing,310.4
643,35,2017,470,57.7,13,10,7,117.7,San Francisco,Electronics,376.19
603,18,1718,393,68.9,27,7,5,91.7,Sacramento,Grocery,361.74
671,23,2319,99,81.8,22,10,5,107.8,Los Angeles,Electronics,311.9
473,24,1401,260,88.7,16,9,6,98.6,Los Angeles,Electronics,293.32
566,39,1562,76,75.3,5,12,7,75,Los Angeles,Grocery,246.48
526,50,1537,374,90.9,18,12,8,114.1,San Francisco,Clothing,327.13
624,11,2538,152,57.1,6,13,3,103.7,Sacramento,Grocery,303.13
728,6,1755,279,53.9,2,10,3,116.9,Los Angeles,Electronics,347.8
251,24,1946,162,62.2,14,13,5,92.2,Palo Alto,Electronics,172.88
713,17,2204,382,82.2,25,9,4,98.1,Los Angeles,Grocery,430.44
387,31,2259,392,80.4,17,7,5,81.8,San Francisco,Grocery,310.7
336,50,1289,277,71.3,1,10,8,108.2,Los Angeles,Grocery,246.87
511,34,2558,104,76.7,28,9,6,78.7,San Francisco,Clothing,267.05
453,10,1713,248,56.1,8,8,3,103.6,San Francisco,Clothing,284.51
605,30,2234,488,86.2,4,14,6,84.5,Palo Alto,Grocery,365.27
653,36,2077,460,91.6,27,10,6,85.2,Sacramento,Clothing,446.51
318,23,1902,354,73.8,17,9,4,95.4,Sacramento,Electronics,244.82
727,26,1183,421,57.5,26,11,6,90.6,Los Angeles,Clothing,429.07
458,8,2432,441,74.6,26,5,4,108.4,Sacramento,Grocery,368.47
399,38,2145,172,74.2,7,8,7,74.7,Sacramento,Clothing,255.72
624,36,1412,461,53.5,12,12,7,87.5,Sacramento,Grocery,357
535,22,2893,451,86.5,19,9,5,98.4,Palo Alto,Clothing,356.45
512,19,2193,129,65.8,16,7,4,118.6,San Francisco,Electronics,237.63
527,35,2872,398,80,6,10,6,105.4,San Francisco,Clothing,297.4
839,36,2045,303,81,4,5,6,105.5,Los Angeles,Grocery,432.47
606,5,2117,216,73.4,10,6,3,90.7,Sacramento,Clothing,277.39
450,47,1236,246,64.3,19,7,8,100.1,Los Angeles,Grocery,281
362,41,1737,275,72.7,26,6,6,102.7,San Francisco,Grocery,222.04
488,46,2804,245,50.6,18,11,7,97,Los Angeles,Electronics,332.03
382,42,1610,81,92.3,23,6,6,96.7,Los Angeles,Electronics,253.04
692,46,1156,342,70.1,5,13,7,101.5,Sacramento,Grocery,416.53
493,19,1595,129,72.7,1,10,5,122.5,San Francisco,Clothing,262.1
256,35,2000,495,92.6,8,10,7,108.8,Palo Alto,Grocery,309.29
612,14,3096,254,93.7,11,9,5,79.3,San Francisco,Grocery,358.1
329,17,2123,417,83.2,6,9,4,64,San Francisco,Electronics,297.37
681,22,1681,292,55.3,11,7,5,113.6,San Francisco,Clothing,312.57
434,40,2158,273,52,11,9,7,98.1,San Francisco,Grocery,279.15
474,10,2634,284,77.8,4,7,4,91.1,Los Angeles,Grocery,263.6
663,20,2556,227,54.2,3,16,4,80.2,Palo Alto,Grocery,329.18
459,49,1947,311,65.4,26,9,8,88.7,Palo Alto,Grocery,261.98
320,33,1956,237,59.3,11,5,6,112.5,Sacramento,Grocery,274.97
441,21,2746,122,82.3,1,7,5,93.6,Sacramento,Electronics,193.86
658,38,1677,295,90.6,4,12,6,74.7,Palo Alto,Electronics,325.08
523,9,1810,467,71.4,6,9,4,103.5,San Francisco,Grocery,383.05
349,41,1911,459,87,14,5,7,65.9,Los Angeles,Grocery,287.23
628,13,2072,438,56.2,13,7,4,99.3,Palo Alto,Grocery,416.75
456,37,1649,391,51.4,21,10,6,79.4,Sacramento,Electronics,342.61
409,39,2488,200,91.7,3,8,6,75,San Francisco,Clothing,291.54
436,23,1885,380,63.8,12,9,5,88.3,Palo Alto,Grocery,345.13
446,30,1773,160,57.6,1,10,5,84.5,San Francisco,Clothing,262.98
543,8,2408,466,64.5,21,6,4,102,San Francisco,Clothing,358.42
569,42,2608,362,74.3,13,5,6,122.4,San Francisco,Clothing,359.83
186,36,1378,487,88.5,7,12,6,74,San Francisco,Clothing,301.64
187,26,1642,190,86.6,25,8,6,94,Los Angeles,Clothing,143.47
441,11,1233,276,80.5,19,11,4,105.3,Palo Alto,Electronics,270.63
364,24,1313,381,84.5,28,7,6,93.8,Palo Alto,Grocery,287.94
461,21,1839,121,75.4,16,14,5,91.9,Sacramento,Grocery,222.51
366,9,2556,406,73.5,16,15,4,84.7,Palo Alto,Clothing,258.65
534,47,1179,272,54.3,14,7,7,93.9,Sacramento,Clothing,271.3
539,45,2093,465,72.8,2,14,7,98.4,Palo Alto,Grocery,328.68
575,46,2749,271,85.5,13,11,7,90.3,Sacramento,Grocery,334.11
554,46,1990,271,92.4,28,14,7,92.1,Sacramento,Electronics,358.03
325,46,1078,368,60.1,30,14,8,95.4,San Francisco,Clothing,271.32
698,23,1978,319,72.8,7,8,5,113.7,Palo Alto,Grocery,376.95
410,35,1984,70,82.6,2,11,6,102.3,Los Angeles,Clothing,185.09
373,18,1678,444,93.9,16,8,4,128.2,Palo Alto,Electronics,366.14
604,24,1500,321,93.5,22,5,5,123.5,Palo Alto,Grocery,313.18
426,26,2045,482,55.4,17,5,6,108,Los Angeles,Grocery,316.04
759,48,1552,177,62.3,27,15,7,95.6,Palo Alto,Electronics,310.07
660,14,1526,474,77.9,10,2,5,85.2,Sacramento,Electronics,372.66
293,20,2526,253,89.1,28,4,5,122.5,Sacramento,Clothing,194.26
636,8,2310,50,65.6,2,7,4,81.7,Los Angeles,Grocery,233.1
437,33,1940,262,94.2,6,6,6,105.3,Palo Alto,Clothing,245.22
379,26,2197,483,69.2,17,10,6,111.8,Los Angeles,Clothing,336.04
505,39,2252,492,67.4,9,9,6,98.1,San Francisco,Electronics,351.51
472,14,1270,377,58.3,23,12,4,74.2,Los Angeles,Clothing,292.96
636,43,2546,204,63.7,20,11,7,96.7,San Francisco,Grocery,350.54
388,17,2479,177,56.3,19,15,5,95,Sacramento,Grocery,262.93
541,37,1628,417,86.4,16,11,6,121.5,San Francisco,Grocery,323.79
707,21,2482,475,62.7,14,14,5,88.2,Los Angeles,Clothing,458.75
364,8,2253,369,89.9,4,13,4,97.5,Sacramento,Grocery,266.01
105,12,1770,436,73.6,12,6,4,92.9,Los Angeles,Electronics,249.84
485,39,1289,456,90.7,13,10,7,111,Los Angeles,Grocery,383.85
430,24,2602,187,90.3,23,11,5,80.8,Los Angeles,Clothing,245.78
485,14,2452,147,94.3,7,11,4,85.2,Los Angeles,Grocery,230.02
563,8,1638,466,57.6,6,13,3,100.5,San Francisco,Electronics,407.76
620,35,2374,387,86.3,19,10,6,110.6,Sacramento,Clothing,398.38
641,6,1304,206,55.5,9,13,4,100.3,Los Angeles,Clothing,313.88
396,7,2204,110,56.5,7,9,4,100.4,Palo Alto,Grocery,181.29
182,21,2285,474,93.9,13,9,5,83.4,Los Angeles,Clothing,251.79
384,9,2142,176,64.5,30,13,3,91,San Francisco,Electronics,259.44
215,49,2513,204,72.9,8,12,8,94,Sacramento,Electronics,202.55
590,16,1258,53,71.1,21,13,5,91.6,San Francisco,Electronics,255.81
490,13,1794,340,67.8,26,9,4,91.3,San Francisco,Electronics,276.11
601,8,2119,272,70.4,17,10,3,92.7,Palo Alto,Electronics,314.06
596,35,1782,388,93.2,4,12,6,112.6,Sacramento,Grocery,335.56
486,41,2129,254,61.1,9,11,7,122.2,Los Angeles,Grocery,284.7
535,28,2209,342,82.5,3,7,6,95.7,Palo Alto,Grocery,344.8
741,31,1699,54,72,28,7,5,92.6,Los Angeles,Electronics,295.53
581,36,2768,379,89,3,14,6,82.5,Los Angeles,Clothing,403.41
343,10,1738,360,85.8,3,4,4,110.3,Los Angeles,Clothing,246.35
651,16,3627,494,91.2,5,8,4,99.5,San Francisco,Grocery,442.98
410,26,2930,436,67.6,4,6,5,92.3,Sacramento,Grocery,305.59
380,18,1447,398,54.2,19,6,4,101.1,Los Angeles,Clothing,321.25
510,40,2084,446,72.7,12,7,7,63.5,Palo Alto,Grocery,343.83
540,37,1201,380,57.8,4,10,6,87.5,Los Angeles,Electronics,340.42
317,9,1850,103,66.1,7,5,4,120.4,San Francisco,Clothing,204.68
637,24,1968,274,91.9,10,11,5,98.5,Sacramento,Electronics,383.44
141,49,3001,388,87.2,26,12,7,111.8,San Francisco,Electronics,249.1
266,29,2233,246,76.7,17,9,6,94.2,San Francisco,Grocery,175.01
392,45,2403,321,51.7,2,8,7,116,Palo Alto,Clothing,321.57
325,47,1852,129,91.9,14,16,8,113.8,Sacramento,Grocery,190.99
534,38,2040,187,84.3,15,11,7,79.4,Sacramento,Grocery,267.74
545,45,1934,419,78.1,5,12,8,68.5,Los Angeles,Clothing,321.05
669,24,2688,274,85,24,9,5,96.9,Sacramento,Grocery,389.38
725,12,852,170,94.8,16,9,4,112.6,Sacramento,Grocery,353.16
297,22,1845,51,59.6,24,8,5,80.4,Sacramento,Clothing,169.2
571,49,2754,327,82.4,20,6,7,92.3,Palo Alto,Clothing,297.48
469,42,1786,291,51.6,5,6,7,107.5,San Francisco,Grocery,274.98
400,9,1816,396,55.6,15,11,3,96,San Francisco,Clothing,294.77
488,7,2186,136,91.5,2,9,3,94.2,Los Angeles,Clothing,284.76
478,25,3157,214,94,19,8,5,69.5,Sacramento,Grocery,285.66
654,17,1529,79,74.8,17,10,5,87.8,Palo Alto,Grocery,273.53
483,8,1417,394,73,14,11,4,89,San Francisco,Electronics,336.16
744,16,1204,78,61,16,14,4,82.8,Los Angeles,Grocery,266.55
690,17,2145,79,67.9,1,7,5,85.5,Los Angeles,Electronics,280.89
454,16,1493,176,80.6,3,7,4,89.7,Sacramento,Grocery,303.11
353,39,2134,127,93.3,10,10,7,107.3,San Francisco,Grocery,266.69
512,5,2140,328,58.1,6,13,4,97.2,Palo Alto,Clothing,332.63
483,33,1851,252,69.4,19,10,6,114.7,San Francisco,Electronics,254.69
540,32,2272,250,93.7,4,12,5,108.5,San Francisco,Electronics,318.63
526,41,2204,289,75.9,20,8,7,102.7,San Francisco,Grocery,312.32
631,11,2311,106,62.5,9,11,4,84.9,San Francisco,Clothing,269.53
582,21,2292,404,78.1,21,11,5,122.8,Los Angeles,Electronics,374.03
439,35,2993,60,64.6,1,8,7,112.6,Palo Alto,Clothing,260.2
552,22,1884,138,54.3,25,14,5,96.8,Sacramento,Grocery,317.95
348,47,1432,350,83,28,13,8,123.4,Los Angeles,Electronics,328.56
216,41,1779,119,57.9,10,8,7,79.8,Sacramento,Electronics,161.44
435,9,1832,129,56.1,2,6,3,110.2,Palo Alto,Electronics,205.13
396,28,2335,465,92,15,10,5,94.1,San Francisco,Electronics,291.44
552,12,2049,292,52.5,12,9,4,108.6,Palo Alto,Grocery,294.72
494,33,2841,436,76.8,22,8,6,89.2,Palo Alto,Grocery,323.33
665,8,1809,225,61.9,19,13,4,112.1,Sacramento,Electronics,336.82
518,6,2203,319,92,20,13,3,108.2,San Francisco,Grocery,328.63
384,46,1339,91,94.6,2,9,7,68.5,Palo Alto,Clothing,255.89
241,49,2294,158,78.2,10,11,8,119.6,San Francisco,Grocery,147.93
300,24,2648,299,75,19,9,5,90.3,San Francisco,Clothing,243.47
446,16,1716,360,94.9,21,7,5,107.2,San Francisco,Grocery,269.53
499,6,1608,320,53.9,5,6,4,110,San Francisco,Electronics,315.59
419,38,1220,310,87,12,12,7,60,Los Angeles,Grocery,291.09
641,27,1527,109,90.9,17,15,5,94,Palo Alto,Grocery,341.53
569,13,2166,135,55.7,20,10,4,91.3,Palo Alto,Grocery,263.57
574,7,2169,162,81.5,27,9,4,86.8,Sacramento,Electronics,275.55
667,28,1684,404,94.1,25,5,5,119.9,Palo Alto,Grocery,395.68
278,17,1502,105,64.8,12,10,5,74.9,Sacramento,Clothing,225.66
676,12,1868,133,73.1,19,10,4,82.2,Palo Alto,Electronics,312.1
357,16,1140,104,51,11,15,4,127.3,Sacramento,Clothing,215.32
431,20,2609,269,68,7,3,4,75.8,Sacramento,Clothing,256.47
538,16,1465,201,70.6,28,8,5,79.5,San Francisco,Clothing,293.08
534,43,2587,317,93.4,15,9,8,102.7,Palo Alto,Grocery,374.23
602,5,2123,354,93.1,30,14,3,90.6,Los Angeles,Electronics,336.04
676,37,2202,442,69.5,25,9,7,108.9,Palo Alto,Electronics,392.58
391,40,1691,154,58.9,20,9,7,105.7,Palo Alto,Clothing,196.04
873,45,2747,480,76,25,7,8,98.4,Los Angeles,Grocery,496.7
476,19,1730,461,72.7,25,8,5,79.9,Palo Alto,Electronics,391.79
333,25,3262,143,78.2,27,10,5,113.8,Sacramento,Clothing,217.36
524,35,2896,86,54.6,26,9,6,105.4,Los Angeles,Electronics,210.01
500,27,1434,499,86.2,11,8,5,116.5,Los Angeles,Electronics,414.83
453,47,1400,375,72.9,23,13,8,111.6,Sacramento,Electronics,324.67
483,44,2131,310,58,15,6,8,129.5,San Francisco,Clothing,295.09
521,9,1815,154,91.1,27,7,3,103.5,Sacramento,Grocery,306.61
566,32,998,204,92.1,21,8,6,89.1,Palo Alto,Electronics,260.38
661,12,2032,318,87.4,7,9,4,102.2,Sacramento,Clothing,403.48
701,37,1627,175,76.9,28,6,6,82.5,Sacramento,Grocery,303.43
296,8,1791,250,51.9,14,14,3,105,San Francisco,Grocery,190.56
788,10,2745,58,92.1,25,11,4,103.6,Palo Alto,Electronics,327.79
478,46,1297,117,84.5,27,9,7,116,Los Angeles,Electronics,248.99
488,8,3332,348,78.3,16,9,3,112.1,Palo Alto,Grocery,275.36
427,24,2612,325,64.9,14,10,6,80.6,Palo Alto,Electronics,293.29
784,49,1887,343,54.4,14,13,7,95.6,Palo Alto,Electronics,425.71
427,44,2164,467,68.6,8,10,7,99.8,Palo Alto,Electronics,374.75
427,34,2352,171,66.8,26,16,5,112.4,Sacramento,Electronics,216.52
555,19,2107,257,60.6,20,9,5,79.9,Los Angeles,Clothing,305.78
492,31,2135,362,64.6,29,15,7,112.2,Los Angeles,Clothing,353.79
306,36,1963,431,75.8,8,8,7,115,San Francisco,Electronics,254.49
282,9,2448,57,78.4,25,7,4,100.5,Palo Alto,Electronics,188.86
281,39,1904,496,83.8,1,12,6,104,Sacramento,Clothing,328.61
295,38,2807,238,57.3,20,10,7,108.9,Los Angeles,Grocery,268.49
530,46,2589,373,90.3,22,13,8,104.5,San Francisco,Clothing,337.71
511,46,1924,374,52.2,8,6,7,106.1,San Francisco,Grocery,324.62
540,38,1881,141,89.6,18,10,6,105.5,Palo Alto,Clothing,260.1
624,23,1912,422,77.6,16,10,5,86.1,Los Angeles,Clothing,371.93
352,35,1918,172,87.4,12,12,6,120.9,Sacramento,Electronics,184.82
295,18,1593,96,53.7,26,9,4,93.3,Los Angeles,Grocery,187.17
393,17,2040,94,78,10,11,5,87.7,Los Angeles,Clothing,263.14
374,26,1979,133,60.2,26,8,5,76.9,Los Angeles,Clothing,255.43
477,40,2073,401,91.8,15,10,6,105.7,Los Angeles,Electronics,358.8
438,6,2057,248,62.4,27,11,3,97.2,San Francisco,Grocery,246.09
454,27,1842,233,69.3,29,12,6,95.6,Sacramento,Grocery,237.85
485,33,2218,457,72.8,29,8,5,85.9,Los Angeles,Grocery,391.62
528,6,2446,340,81.2,11,11,3,104,Palo Alto,Clothing,372.49
480,44,912,109,56.2,23,4,6,110.3,Los Angeles,Clothing,257.21
349,20,2164,448,74.6,7,10,5,100.4,San Francisco,Electronics,299.64
277,39,809,333,65.6,20,12,7,81.2,Sacramento,Electronics,229.5
485,23,2419,160,71,17,12,6,99.1,San Francisco,Grocery,259.65
425,44,1604,304,50.3,27,11,8,136.9,San Francisco,Grocery,276.44
574,19,2141,93,80.4,24,7,4,101.8,Palo Alto,Electronics,294.51
451,17,2695,187,65.6,25,7,5,98.7,Sacramento,Electronics,255.81
553,49,2384,81,92.8,15,6,8,107.1,Sacramento,Clothing,296.58
485,8,1883,148,76.5,23,9,4,102.6,Los Angeles,Grocery,237.79
706,35,1509,168,93.5,24,12,6,68.2,Los Angeles,Clothing,324.15
614,20,2946,350,93.2,4,14,5,94.2,Sacramento,Electronics,336.64
430,18,1970,188,72.5,10,9,4,100.2,Sacramento,Clothing,280.11
323,49,1766,178,60.5,17,6,7,110.7,Palo Alto,Grocery,236.04
558,38,1915,428,64.5,21,8,7,81,San Francisco,Grocery,346.1
414,46,1517,369,58.3,20,5,7,110.5,Sacramento,Electronics,307.86
505,18,2619,481,55,2,12,4,124.3,Los Angeles,Electronics,337.43
415,32,2820,394,92.4,8,13,7,102.7,Sacramento,Electronics,336.61
687,28,1899,424,83.3,16,13,5,112.9,Palo Alto,Clothing,368.72
580,23,2201,453,91.6,24,12,5,117.3,San Francisco,Clothing,404.12
879,28,1742,423,69.5,16,8,6,108.9,Palo Alto,Grocery,492.38
343,32,1479,137,86.6,12,9,6,113.3,Los Angeles,Clothing,215.03
472,27,1876,69,89.1,3,11,5,115.2,Sacramento,Clothing,231.6
128,46,2082,307,91.7,28,7,7,89.3,San Francisco,Electronics,169.11
529,16,2534,222,66.6,5,8,4,70.4,Palo Alto,Electronics,261.3
420,41,1797,432,67.7,8,6,7,95.7,San Francisco,Clothing,305.87
559,43,2842,144,57.2,3,7,8,92.7,San Francisco,Grocery,262.85
636,11,1566,348,94.5,30,10,3,88.2,San Francisco,Grocery,410.65
404,30,2069,329,91.3,30,11,5,115.4,San Francisco,Electronics,255.22
757,37,1670,462,51.7,2,13,6,103,Los Angeles,Clothing,453.72
457,46,1620,405,73.1,1,11,8,96.1,Palo Alto,Electronics,310.36
432,38,1859,367,59.7,15,11,7,104.7,Palo Alto,Electronics,327.49
554,15,2461,415,78.2,9,12,4,80.9,Sacramento,Clothing,321.01
426,49,2315,471,88,9,9,8,87.5,San Francisco,Grocery,353.85
454,20,2147,473,64.6,2,10,5,94.2,Palo Alto,Grocery,369.12
296,35,2274,194,90.4,4,5,6,119,San Francisco,Clothing,196.17
571,23,2396,186,61,12,12,5,92.8,Palo Alto,Clothing,323.8
433,40,2682,165,75.1,11,13,6,111.9,Palo Alto,Electronics,239.63
702,19,2124,119,70.4,18,8,5,95.7,Sacramento,Grocery,297.78
625,21,1565,378,65.7,30,17,5,94.3,San Francisco,Electronics,388.11
406,12,1794,436,58.1,1,12,5,104.4,Palo Alto,Electronics,310.01
680,12,2237,338,76.6,29,7,4,98.3,San Francisco,Grocery,376.24
517,43,2298,71,58.8,11,9,7,124.7,San Francisco,Grocery,289.01
375,23,1655,89,93.3,10,12,5,89.2,San Francisco,Electronics,182.86
516,18,1954,214,62.4,5,10,5,94,San Francisco,Electronics,270.77
516,8,2119,368,60.6,23,14,4,105.7,Los Angeles,Electronics,347.54
671,38,1898,454,54.4,16,9,6,123.6,Palo Alto,Clothing,444.82
582,5,1926,108,58.4,25,14,3,105.5,San Francisco,Electronics,249.84
434,10,1745,177,69.7,5,7,4,107.6,Sacramento,Electronics,234.94
690,20,1280,377,51.9,30,10,4,90.8,San Francisco,Clothing,347.19
423,13,1675,242,77.7,28,11,5,98.4,Los Angeles,Clothing,239.9
428,12,2389,435,51.2,16,10,3,102.8,Palo Alto,Grocery,312.74
632,20,2285,120,84.2,19,12,4,98.9,Los Angeles,Clothing,263.91
354,28,2515,449,66.4,26,11,6,104,Sacramento,Grocery,303.43
557,27,1859,95,79.1,28,11,5,107.2,San Francisco,Electronics,221.97
474,50,2496,497,91.8,4,16,8,82.6,Palo Alto,Electronics,326.34
626,16,2505,248,56.6,30,8,5,116.5,Los Angeles,Grocery,355.15
589,44,2148,171,67.8,14,15,7,91,Palo Alto,Clothing,300.98
413,6,2019,499,67.4,20,12,3,89.7,Palo Alto,Clothing,387.75
395,15,1958,87,94.7,6,9,4,80.9,Los Angeles,Electronics,256.53
494,30,2052,355,81.2,25,11,6,107.3,Palo Alto,Grocery,347
455,40,2036,201,51.8,7,12,7,98.7,Sacramento,Clothing,281.17
542,46,1598,431,63.1,26,12,8,89.3,Los Angeles,Grocery,400.61
601,42,2211,106,59.8,21,10,7,100.3,Los Angeles,Electronics,296.31
664,15,2437,440,68.2,3,12,4,123.4,San Francisco,Electronics,418.51
595,8,829,210,88.1,15,8,3,79.8,Palo Alto,Grocery,281.84
236,21,1174,219,86.3,7,5,5,110.2,San Francisco,Grocery,252.03
748,40,1911,104,77.3,20,9,6,94.1,Los Angeles,Grocery,357.03
439,24,1613,382,82.7,17,9,5,108.6,San Francisco,Clothing,267.4
369,45,2172,75,62,27,7,8,89.2,San Francisco,Clothing,245.8
527,20,1071,315,92.1,24,13,5,112.1,Palo Alto,Grocery,369.13
385,25,1958,117,65.8,6,13,5,89.3,Palo Alto,Electronics,234.35
495,12,1776,462,93,26,12,4,98.3,Los Angeles,Grocery,312.93
426,15,2853,77,76.7,5,2,4,93.9,Palo Alto,Electronics,217.99
609,43,2278,97,93.7,5,9,7,112.1,Palo Alto,Grocery,292.83
549,27,2024,279,93.4,16,11,6,82.6,Palo Alto,Electronics,314.93
358,25,1018,117,72.7,21,6,6,91.2,Palo Alto,Clothing,256.3
780,11,2558,107,60.7,28,12,4,101.3,Sacramento,Electronics,344.56
303,38,1881,480,89.4,11,9,6,111.7,Los Angeles,Electronics,310.63
333,9,2285,299,58.5,1,12,4,101.1,Los Angeles,Clothing,228.83
519,10,1726,203,59.6,30,8,4,101.2,San Francisco,Grocery,325.52
431,24,1806,116,52,5,8,5,84.9,Palo Alto,Clothing,214.04
723,21,2457,146,87.9,14,9,4,95.8,San Francisco,Grocery,363.31
597,15,1203,175,51.3,22,8,4,98.5,Los Angeles,Grocery,281.75
222,20,2265,145,74.1,14,12,5,92.5,San Francisco,Electronics,152.52
615,16,2969,432,70.9,18,8,4,92.3,San Francisco,Electronics,347.39
486,20,2424,242,93.7,1,5,5,97.3,Palo Alto,Grocery,255.01
245,38,2905,480,51.3,26,11,6,113.9,Los Angeles,Clothing,311.97
544,9,1673,395,71.2,3,12,3,104.2,Sacramento,Grocery,384.8
436,33,2325,154,72.3,6,11,5,128.8,Los Angeles,Grocery,294.45
574,36,1812,317,61.8,1,11,7,119,Los Angeles,Electronics,313.22
404,11,1516,399,74.5,20,10,4,118.7,Sacramento,Clothing,344.05
581,30,2036,380,71.2,20,11,6,101,Los Angeles,Clothing,337.75
630,44,2426,392,51.9,13,10,7,94.3,San Francisco,Grocery,413.92
393,9,2372,334,73.3,12,9,3,85.7,San Francisco,Clothing,262.51
610,38,1825,418,84.6,5,12,7,92.2,Sacramento,Clothing,421.71
497,23,1834,344,78.4,20,9,5,117.2,Los Angeles,Clothing,301.73
351,12,1714,400,88.2,20,6,4,129.5,Sacramento,Electronics,288.81
565,29,2140,123,51.6,24,12,6,107.3,Palo Alto,Electronics,272.78
453,44,2267,294,77.4,26,8,7,89.1,Sacramento,Grocery,248.32
786,32,2387,286,92.9,4,16,6,105.8,Palo Alto,Grocery,404.74
544,49,2665,265,62.1,3,5,7,82.5,Palo Alto,Clothing,278.32
374,28,2118,219,57.4,10,10,6,108.9,Los Angeles,Electronics,204.57
295,30,1555,478,52.7,22,8,5,107.3,San Francisco,Clothing,267.89
343,13,2354,207,69.7,2,9,4,116,San Francisco,Grocery,203.91
359,21,2229,439,63.6,21,9,5,112.1,Sacramento,Clothing,258.98
472,44,1470,294,70.5,11,1,7,87,Sacramento,Clothing,324.03
496,32,1646,190,80.3,2,15,6,102.7,San Francisco,Clothing,324.97
644,27,1947,314,94.4,27,11,6,107.1,San Francisco,Clothing,325.71
645,17,2112,468,92.6,14,7,5,132.1,Los Angeles,Clothing,402.51
352,47,1891,104,86.4,8,10,7,91.2,Palo Alto,Electronics,171.26
522,13,3156,489,58.6,7,11,5,96.8,Sacramento,Clothing,338.79
612,10,1707,229,94.6,25,8,3,95.1,Los Angeles,Clothing,329.58
600,28,2157,306,52.1,11,7,6,74.3,Sacramento,Clothing,318.14
347,21,2432,172,77.9,9,9,5,88.9,Palo Alto,Clothing,215.36
355,19,1780,365,51.4,28,6,5,94.1,Sacramento,Grocery,262.39
401,20,2247,171,64.1,9,13,5,84.4,Palo Alto,Grocery,270.98
376,20,1659,171,71,24,6,5,86.8,Palo Alto,Electronics,193.63
572,20,2401,268,83.7,26,6,4,90.7,Los Angeles,Clothing,345.75
489,42,1645,219,51.4,2,10,7,108.2,Sacramento,Grocery,303.2
647,9,1652,421,61.2,28,12,4,98.1,San Francisco,Clothing,380.7
606,37,929,344,72.4,12,10,6,116.1,Sacramento,Electronics,325.35
429,43,2685,221,72.1,18,8,8,114.4,Sacramento,Grocery,249.9
672,45,1726,382,79,12,8,7,103.5,San Francisco,Grocery,390.14
508,22,2782,77,85.9,23,7,5,90.9,Sacramento,Electronics,235.07
470,33,2730,374,56.5,5,7,5,75.6,Palo Alto,Electronics,304.68
557,39,2140,153,67.7,24,8,7,113.9,Palo Alto,Clothing,262.36
454,26,1985,401,89.1,27,9,6,60,San Francisco,Grocery,314.28
692,7,1594,162,72.8,1,8,3,101,Sacramento,Clothing,310.93
613,45,1885,383,92.8,12,12,8,106.8,San Francisco,Clothing,359.48
684,29,2123,148,86.5,18,12,5,100.9,Los Angeles,Grocery,284.24
627,48,3000,484,77.5,2,6,8,82.3,Palo Alto,Electronics,353.96
