StoreID,ProductVariety,MarketingSpend,CustomerFootfall,StoreSize,EmployeeEfficiency,StoreAge,CompetitorDistance,PromotionsCount,EconomicIndicator,StoreLocation,StoreCategory,MonthlySalesRevenue,ReportMonth,RecurringRevenuePct,MRR,RunRateAnnualRevenue,PayrollCost,RentCost,TechOpsCost,SupportOpsCost,COGS,TotalMonthlyCost,BurnRate,CashReserve,RunwayMonths,ConversionRate,NewCustomers,ActiveCustomers,GrossMarginPct,ARPU,ChurnRate,CAC,CLV,CLV_CAC_Ratio,NPS,CSAT,SupportTickets,ResolutionTimeHours,DAU,MAU,DAU_MAU_Ratio,ErrorRatePct,SystemUptimePct,CycleTimeDays,TimeToMarketDays,RevenuePerSqFt,FootfallPerPromotion,RevenuePerEmployeeEfficiencyPoint
STORE-1280,278,17,1502,105,64.8,12,10,5,74.9,Sacramento,Clothing,225.66,2025-01-31,0.35,78.98,2707.92,34.43,12.6,9.38,4.17,133.14,210.72,0.0,979.12,999.0,0.0185,23,453,0.41,167.37,0.039,739.13,1759.58,2.38,27.8,76.5,14,13.52,146,754,0.1936,1.909,99.521,6.7,6.7,2.149,300.4,3.482
STORE-1281,676,12,1868,133,73.1,19,10,4,82.2,Palo Alto,Electronics,312.1,2025-02-28,0.22,68.66,3745.2,32.12,22.61,9.29,4.19,205.99,286.2,0.0,1268.75,999.0,0.0241,44,700,0.34,117.7,0.041,272.73,976.07,3.58,35.7,85.3,24,12.06,273,1110,0.2459,1.495,99.619,17.9,17.9,2.347,467.0,4.269
STORE-1282,357,16,1140,104,51.0,11,15,4,127.3,Sacramento,Clothing,215.32,2025-03-31,0.3,64.6,2583.84,43.29,12.48,10.29,3.72,127.04,212.82,0.0,721.72,999.0,0.0192,22,377,0.41,164.5,0.027,727.27,2497.94,3.43,11.3,70.8,15,17.23,73,444,0.1644,1.769,99.554,14.2,14.2,2.07,285.0,4.222
STORE-1283,431,20,2609,269,68.0,7,3,4,75.8,Sacramento,Clothing,256.47,2025-04-30,0.35,89.76,3077.64,50.39,32.28,8.26,4.66,151.32,266.91,10.44,1085.38,103.96,0.0204,55,996,0.41,86.52,0.057,363.64,622.31,1.71,16.0,71.6,30,15.43,311,1359,0.2288,1.578,99.599,12.6,12.6,0.953,652.25,3.772
STORE-1284,538,16,1465,201,70.6,28,8,5,79.5,San Francisco,Clothing,293.08,2025-05-31,0.35,102.58,3516.96,41.22,32.16,10.98,4.15,172.92,277.43,0.0,1386.13,999.0,0.0227,35,486,0.41,202.63,0.039,457.14,2130.18,4.66,23.2,76.3,11,12.52,146,653,0.2236,2.251,99.361,12.0,12.0,1.458,293.0,4.151
STORE-1285,534,43,2587,317,93.4,15,9,8,102.7,Palo Alto,Grocery,374.23,2025-06-30,0.57,213.31,4490.76,39.16,53.89,7.56,5.53,273.19,422.33,48.1,1633.58,33.96,0.027,69,862,0.27,202.92,0.012,623.19,4565.63,7.33,61.9,91.4,26,12.95,162,875,0.1851,0.871,99.765,14.1,14.1,1.181,323.38,4.007
STORE-1286,602,5,2123,354,93.1,30,14,3,90.6,Los Angeles,Electronics,336.04,2025-07-31,0.28,94.09,4032.48,43.42,53.1,9.55,4.13,221.79,336.99,0.95,1375.27,1447.65,0.0248,53,705,0.34,160.15,0.012,94.34,4537.67,48.1,57.2,87.7,17,16.77,141,690,0.2043,1.256,99.595,11.2,11.2,0.949,707.67,3.609
STORE-1287,676,37,2202,442,69.5,25,9,7,108.9,Palo Alto,Electronics,392.58,2025-08-31,0.25,98.14,4710.96,68.44,75.14,10.43,5.06,259.1,455.17,62.59,1455.09,23.25,0.0242,50,899,0.34,131.0,0.025,740.0,1781.58,2.41,31.4,79.7,29,19.77,166,937,0.1772,1.889,99.446,26.4,26.4,0.888,314.57,5.649
STORE-1288,391,40,1691,154,58.9,20,9,7,105.7,Palo Alto,Clothing,196.04,2025-09-30,0.33,64.69,2352.48,43.66,26.18,10.66,4.73,115.66,240.89,44.85,634.58,14.15,0.02,35,597,0.41,104.02,0.039,1142.86,1093.59,0.96,14.8,80.1,18,15.67,149,640,0.2328,1.755,99.558,14.8,14.8,1.273,241.57,3.328
STORE-1289,873,45,2747,480,76.0,25,7,8,98.4,Los Angeles,Grocery,496.7,2025-10-31,0.51,253.32,5960.4,68.4,72.0,9.91,5.63,362.59,563.53,66.83,1722.46,25.77,0.0305,82,1226,0.27,169.43,0.017,548.78,2690.96,4.9,33.7,85.7,47,21.64,236,1511,0.1562,1.81,99.405,25.4,25.4,1.035,343.38,6.536
STORE-1290,476,19,1730,461,72.7,25,8,5,79.9,Palo Alto,Electronics,391.79,2025-11-30,0.22,86.19,4701.48,68.46,78.37,10.33,4.32,258.58,439.06,47.27,1217.62,25.76,0.021,38,831,0.34,124.46,0.041,500.0,1032.12,2.06,30.2,79.9,20,19.75,233,952,0.2447,2.077,99.342,18.5,18.5,0.85,346.0,5.389
STORE-1291,333,25,3262,143,78.2,27,10,5,113.8,Sacramento,Clothing,217.36,2025-12-31,0.35,76.08,2608.32,29.9,17.16,9.98,5.3,128.24,215.58,0.0,1097.94,999.0,0.0206,59,1003,0.41,72.82,0.027,423.73,1105.76,2.61,39.7,81.5,23,15.47,376,1539,0.2443,1.497,99.538,13.7,13.7,1.52,652.4,2.78
STORE-1292,524,35,2896,86,54.6,26,9,6,105.4,Los Angeles,Electronics,210.01,2026-01-31,0.17,35.7,2520.12,38.97,12.9,12.19,5.29,138.61,242.96,32.95,701.61,21.29,0.0206,56,677,0.34,63.28,0.045,625.0,478.11,0.76,6.1,75.6,20,14.59,221,930,0.2376,2.079,99.401,18.6,18.6,2.442,482.67,3.846
STORE-1293,500,27,1434,499,86.2,11,8,5,116.5,Los Angeles,Electronics,414.83,2026-02-28,0.28,116.15,4977.96,63.86,74.85,7.28,4.13,273.79,450.91,36.08,1967.97,54.54,0.0226,32,679,0.34,205.27,0.023,843.75,3034.46,3.6,42.8,86.4,13,18.03,232,926,0.2505,1.156,99.638,14.7,14.7,0.831,286.8,4.812
STORE-1294,453,47,1400,375,72.9,23,13,8,111.6,Sacramento,Electronics,324.67,2026-03-31,0.25,81.17,3896.04,58.86,45.0,9.78,4.76,214.28,379.68,55.01,1127.14,20.49,0.0216,26,720,0.34,135.28,0.025,1807.69,1839.85,1.02,45.2,83.9,17,20.77,135,1082,0.1248,1.667,99.498,14.6,14.6,0.866,175.0,4.454
STORE-1295,483,44,2131,310,58.0,15,6,8,129.5,San Francisco,Clothing,295.09,2026-04-30,0.33,97.38,3541.08,61.4,49.6,10.11,5.23,174.1,344.44,49.35,1065.8,21.6,0.0214,39,695,0.41,134.51,0.033,1128.21,1671.19,1.48,18.9,76.9,19,18.14,265,873,0.3036,1.705,99.569,14.9,14.9,0.952,266.38,5.088
STORE-1296,521,9,1815,154,91.1,27,7,3,103.5,Sacramento,Grocery,306.61,2026-05-31,0.54,165.57,3679.32,22.73,18.48,8.73,3.93,223.83,286.7,0.0,1160.21,999.0,0.026,50,488,0.27,278.21,0.012,180.0,6259.77,34.78,52.6,84.1,15,10.06,104,638,0.163,1.214,99.605,8.7,8.7,1.991,605.0,3.366
STORE-1297,566,32,998,204,92.1,21,8,6,89.1,Palo Alto,Electronics,260.38,2024-06-30,0.28,72.91,3124.56,27.58,34.68,7.55,4.06,171.85,277.72,17.34,976.78,56.33,0.024,22,490,0.34,178.56,0.019,1454.55,3195.2,2.2,54.0,91.5,12,8.32,123,441,0.2789,1.266,99.592,13.6,13.6,1.276,166.33,2.827
STORE-1298,661,12,2032,318,87.4,7,9,4,102.2,Sacramento,Clothing,403.48,2024-07-31,0.41,165.43,4841.76,43.17,38.16,6.23,4.29,238.05,341.9,0.0,1846.8,999.0,0.026,45,914,0.41,173.76,0.027,266.67,2638.51,9.89,39.6,84.6,30,12.3,277,1342,0.2064,1.06,99.721,13.6,13.6,1.269,508.0,4.616
STORE-1299,701,37,1627,175,76.9,28,6,6,82.5,Sacramento,Grocery,303.43,2024-08-31,0.48,145.65,3641.16,34.26,21.0,10.51,4.47,221.5,328.74,25.31,1470.22,58.09,0.0276,40,594,0.27,201.07,0.033,925.0,1645.08,1.78,33.3,84.3,24,12.36,239,834,0.2866,1.752,99.478,18.8,18.8,1.734,271.17,3.946
STORE-1300,296,8,1791,250,51.9,14,14,3,105.0,San Francisco,Grocery,190.56,2024-09-30,0.43,81.94,2286.72,58.76,40.0,10.58,3.92,139.11,260.37,69.81,954.6,13.67,0.02,33,626,0.27,107.33,0.027,242.42,1073.34,4.43,12.5,72.5,20,15.68,262,760,0.3447,1.569,99.601,8.2,8.2,0.762,597.0,3.672
STORE-1301,788,10,2745,58,92.1,25,11,4,103.6,Palo Alto,Electronics,327.79,2024-10-31,0.28,91.78,3933.48,11.52,9.86,8.2,4.75,216.34,260.67,0.0,1029.85,999.0,0.0275,74,884,0.34,124.59,0.019,135.14,2229.47,16.5,46.7,86.2,22,13.34,325,900,0.3611,1.306,99.583,21.3,21.3,5.652,686.25,3.559
STORE-1302,478,46,1297,117,84.5,27,9,7,116.0,Los Angeles,Electronics,248.99,2024-11-30,0.25,62.25,2987.88,22.94,17.55,9.52,4.48,164.33,264.82,15.83,1130.15,71.39,0.0225,30,378,0.34,197.62,0.019,1533.33,3536.34,2.31,42.4,86.2,7,11.08,134,566,0.2367,1.624,99.508,11.8,11.8,2.128,185.29,2.947
STORE-1303,488,8,3332,348,78.3,16,9,3,112.1,Palo Alto,Grocery,275.36,2024-12-31,0.48,132.17,3304.32,52.39,59.16,8.86,4.91,201.01,334.33,58.97,966.05,16.38,0.0247,88,1093,0.27,99.16,0.021,90.91,1274.89,14.02,41.0,82.0,23,15.36,335,1552,0.2159,1.35,99.653,12.2,12.2,0.791,1110.67,3.517
STORE-1304,427,24,2612,325,64.9,14,10,6,80.6,Palo Alto,Electronics,293.29,2025-01-31,0.22,64.52,3519.48,58.56,55.25,9.26,5.11,193.57,345.75,52.46,1446.36,27.57,0.0199,51,873,0.34,88.69,0.041,470.59,735.46,1.56,21.0,80.0,28,15.33,296,1270,0.2331,1.433,99.633,8.5,8.5,0.902,435.33,4.519
STORE-1305,784,49,1887,343,54.4,14,13,7,95.6,Palo Alto,Electronics,425.71,2025-02-28,0.2,85.14,5108.52,67.37,58.31,10.83,4.86,280.97,471.34,45.63,1683.32,36.89,0.0248,46,878,0.34,116.36,0.041,1065.22,964.97,0.91,22.7,76.6,32,19.98,188,1027,0.1831,1.589,99.597,19.6,19.6,1.241,269.57,7.826
STORE-1306,427,44,2164,467,68.6,8,10,7,99.8,Palo Alto,Electronics,374.75,2025-03-31,0.25,93.69,4497.0,71.78,79.39,8.89,5.04,247.33,456.43,81.68,1419.38,17.38,0.0204,39,1054,0.34,106.67,0.025,1128.21,1450.68,1.29,29.8,79.4,20,19.11,257,1413,0.1819,1.535,99.549,20.3,20.3,0.802,309.14,5.463
STORE-1307,427,34,2352,171,66.8,26,16,5,112.4,Sacramento,Electronics,216.52,2025-04-30,0.22,47.63,2598.24,40.39,20.52,11.03,4.72,142.9,253.56,37.04,742.27,20.04,0.0206,50,787,0.34,72.63,0.019,680.0,1299.61,1.91,31.4,79.1,18,15.22,327,1153,0.2836,1.868,99.451,11.9,11.9,1.266,470.4,3.241
STORE-1308,555,19,2107,257,60.6,20,9,5,79.9,Los Angeles,Clothing,305.78,2025-05-31,0.35,107.02,3669.36,53.88,38.55,10.88,4.56,180.41,307.28,1.5,920.06,613.37,0.0223,41,634,0.41,162.05,0.039,463.41,1703.59,3.68,21.5,76.1,16,15.6,263,781,0.3367,2.229,99.446,13.6,13.6,1.19,421.4,5.046
STORE-1309,492,31,2135,362,64.6,29,15,7,112.2,Los Angeles,Clothing,353.79,2025-06-30,0.38,134.44,4245.48,62.83,54.3,11.01,5.02,208.74,372.9,19.11,1256.46,65.75,0.0225,40,832,0.41,155.12,0.013,775.0,4892.34,6.31,29.9,78.8,22,22.98,214,1056,0.2027,2.029,99.413,18.0,18.0,0.977,305.0,5.477
STORE-1310,306,36,1963,431,75.8,8,8,7,115.0,San Francisco,Electronics,254.49,2025-07-31,0.25,63.62,3053.88,63.14,68.96,8.26,4.91,167.96,349.23,94.74,1323.11,13.97,0.0191,40,774,0.34,98.64,0.025,900.0,1341.44,1.49,39.3,88.5,33,18.23,184,965,0.1907,1.284,99.668,9.3,9.3,0.59,280.43,3.357
STORE-1311,282,9,2448,57,78.4,25,7,4,100.5,Palo Alto,Electronics,188.86,2025-08-31,0.22,41.55,2266.32,20.31,9.69,9.63,4.56,124.65,177.84,0.0,865.1,999.0,0.0184,47,797,0.34,62.56,0.029,191.49,733.46,3.83,26.1,78.1,18,11.45,187,1164,0.1607,1.575,99.52,8.3,8.3,3.313,612.0,2.409
STORE-1312,281,39,1904,496,83.8,1,12,6,104.0,Sacramento,Clothing,328.61,2025-09-30,0.35,115.01,3943.32,65.09,59.52,6.6,4.65,193.88,368.74,40.13,1715.71,42.75,0.0205,35,784,0.41,140.83,0.027,1114.29,2138.51,1.92,46.9,86.8,15,18.76,232,979,0.237,0.882,99.703,14.9,14.9,0.663,317.33,3.921
STORE-1313,295,38,2807,238,57.3,20,10,7,108.9,Los Angeles,Grocery,268.49,2025-10-31,0.46,123.51,3221.88,53.94,35.7,11.08,5.45,196.0,340.17,71.68,865.4,12.07,0.0206,57,725,0.27,139.69,0.033,666.67,1142.95,1.71,10.3,75.3,19,15.22,169,861,0.1963,1.652,99.582,11.0,11.0,1.128,401.0,4.686
STORE-1314,530,46,2589,373,90.3,22,13,8,104.5,San Francisco,Clothing,337.71,2025-11-30,0.44,148.59,4052.52,47.34,59.68,7.74,5.53,199.25,365.54,27.83,1465.16,52.65,0.0251,61,1035,0.41,137.82,0.013,754.1,4346.71,5.76,55.2,89.2,22,17.93,347,1732,0.2003,1.1,99.632,8.8,8.8,0.905,323.62,3.74
STORE-1315,511,46,1924,374,52.2,8,6,7,106.1,San Francisco,Grocery,324.62,2025-12-31,0.46,149.33,3895.44,72.21,59.84,9.38,4.88,236.97,429.28,104.66,1156.38,11.05,0.0231,40,782,0.27,156.59,0.033,1150.0,1281.16,1.11,16.5,80.5,16,20.09,154,1151,0.1338,1.735,99.562,16.5,16.5,0.868,274.86,6.219
STORE-1316,540,38,1881,141,89.6,18,10,6,105.5,Palo Alto,Clothing,260.1,2026-01-31,0.41,106.64,3121.2,22.27,23.97,8.02,4.63,153.46,250.35,0.0,1067.88,999.0,0.0247,41,688,0.41,148.8,0.017,926.83,3588.71,3.87,53.0,84.8,19,9.29,140,703,0.1991,1.041,99.725,12.6,12.6,1.845,313.5,2.903
STORE-1317,624,23,1912,422,77.6,16,10,5,86.1,Los Angeles,Clothing,371.93,2026-02-28,0.35,130.18,4463.16,60.98,63.3,8.71,4.43,219.44,379.86,7.93,1390.94,175.4,0.0248,40,720,0.41,173.57,0.027,575.0,2635.74,4.58,31.7,80.4,18,18.02,177,1103,0.1605,1.322,99.659,23.3,23.3,0.881,382.4,4.793
STORE-1318,352,35,1918,172,87.4,12,12,6,120.9,Sacramento,Electronics,184.82,2026-03-31,0.28,51.75,2217.84,27.11,20.64,6.72,4.66,121.98,216.11,31.29,713.49,22.8,0.021,38,708,0.34,87.71,0.023,921.05,1296.61,1.41,44.3,86.0,14,11.72,259,787,0.3291,1.028,99.728,5.0,5.0,1.075,319.67,2.115
STORE-1319,295,18,1593,96,53.7,26,9,4,93.3,Los Angeles,Grocery,187.17,2026-04-30,0.43,80.48,2246.04,40.66,14.4,12.36,4.01,136.63,226.06,38.89,768.57,19.76,0.0198,29,380,0.27,173.67,0.037,620.69,1267.3,2.04,9.0,71.3,13,16.5,97,571,0.1699,1.947,99.432,11.3,11.3,1.95,398.25,3.485
STORE-1320,393,17,2040,94,78.0,10,11,5,87.7,Los Angeles,Clothing,263.14,2026-05-31,0.35,92.1,3157.68,24.64,14.1,8.22,4.52,155.25,223.73,0.0,863.93,999.0,0.0214,41,462,0.41,191.38,0.027,414.63,2906.09,7.01,38.6,83.7,14,12.65,135,494,0.2733,1.184,99.692,12.0,12.0,2.799,408.0,3.374
STORE-1321,374,26,1979,133,60.2,26,8,5,76.9,Los Angeles,Clothing,255.43,2024-06-30,0.35,89.4,3065.16,40.5,19.95,11.51,4.48,150.7,253.14,0.0,981.57,999.0,0.0194,33,601,0.41,142.8,0.039,787.88,1501.25,1.91,10.1,75.0,12,16.38,202,771,0.262,2.067,99.404,12.8,12.8,1.921,395.8,4.243
STORE-1322,477,40,2073,401,91.8,15,10,6,105.7,Los Angeles,Electronics,358.8,2024-07-31,0.28,100.46,4305.6,49.44,60.15,7.2,4.76,236.81,398.36,39.56,1592.19,40.25,0.0229,50,772,0.34,156.16,0.019,800.0,2794.36,3.49,52.2,88.8,31,18.66,285,1318,0.2162,1.006,99.734,17.4,17.4,0.895,345.5,3.908
STORE-1323,438,6,2057,248,62.4,27,11,3,97.2,San Francisco,Grocery,246.09,2024-08-31,0.48,118.12,2953.08,51.72,39.68,10.9,4.09,179.65,292.04,45.95,827.77,18.01,0.0227,46,752,0.27,128.8,0.021,130.43,1656.01,12.7,22.8,72.3,19,14.09,190,729,0.2606,1.87,99.451,15.6,15.6,0.992,685.67,3.944
STORE-1324,454,27,1842,233,69.3,29,12,6,95.6,Sacramento,Grocery,237.85,2024-09-30,0.48,114.17,2854.2,45.58,27.96,11.4,4.61,173.63,290.18,52.33,1189.03,22.72,0.0239,46,538,0.27,174.01,0.021,586.96,2237.32,3.81,31.4,76.4,23,13.57,191,856,0.2231,1.909,99.441,15.5,15.5,1.021,307.0,3.432
STORE-1325,485,33,2218,457,72.8,29,8,5,85.9,Los Angeles,Grocery,391.62,2024-10-31,0.48,187.98,4699.44,67.95,68.55,10.58,4.63,285.88,470.59,78.97,1603.22,20.3,0.0241,45,790,0.27,195.12,0.021,733.33,2508.67,3.42,34.1,79.8,34,18.12,196,983,0.1994,1.99,99.362,16.4,16.4,0.857,443.6,5.379
STORE-1326,528,6,2446,340,81.2,11,11,3,104.0,Palo Alto,Clothing,372.49,2024-11-30,0.35,130.37,4469.88,49.62,57.8,8.09,4.34,219.77,345.62,0.0,1740.34,999.0,0.0236,56,977,0.41,128.1,0.027,107.14,1945.25,18.16,39.0,78.0,29,14.4,326,1036,0.3147,1.261,99.674,11.7,11.7,1.096,815.33,4.587
STORE-1327,480,44,912,109,56.2,23,4,6,110.3,Los Angeles,Clothing,257.21,2024-12-31,0.3,77.16,3086.52,40.46,16.35,11.34,4.01,151.75,267.91,10.7,1068.14,99.83,0.0207,19,292,0.41,253.68,0.061,2315.79,1705.04,0.74,8.7,76.8,7,14.72,84,468,0.1795,1.845,99.456,14.5,14.5,2.36,152.0,4.577
STORE-1328,349,20,2164,448,74.6,7,10,5,100.4,San Francisco,Electronics,299.64,2025-01-31,0.22,65.92,3595.68,65.79,71.68,7.82,4.6,197.76,367.65,68.01,1403.73,20.64,0.0195,38,957,0.34,82.66,0.029,526.32,969.1,1.84,26.2,77.8,38,19.84,385,1374,0.2802,1.212,99.685,10.6,10.6,0.669,432.8,4.017
STORE-1329,277,39,809,333,65.6,20,12,7,81.2,Sacramento,Electronics,229.5,2025-02-28,0.25,57.38,2754.0,58.99,39.96,9.99,4.16,151.47,303.57,74.07,1085.84,14.66,0.018,12,505,0.34,136.35,0.037,3250.0,1252.93,0.39,29.1,77.7,14,15.55,209,848,0.2465,1.61,99.592,10.0,10.0,0.689,115.57,3.498
STORE-1330,485,23,2419,160,71.0,17,12,6,99.1,San Francisco,Grocery,259.65,2025-03-31,0.48,124.63,3115.8,36.45,25.6,9.0,4.98,189.54,288.57,28.92,1231.26,42.57,0.0245,52,598,0.27,170.9,0.021,442.31,2197.25,4.97,30.3,81.4,13,14.25,218,970,0.2247,1.634,99.586,16.0,16.0,1.623,403.17,3.657
STORE-1331,425,44,1604,304,50.3,27,11,8,136.9,San Francisco,Grocery,276.44,2025-04-30,0.46,127.16,3317.28,65.74,48.64,12.84,4.89,201.8,377.91,101.47,1188.52,11.71,0.0223,31,717,0.27,145.43,0.027,1419.35,1454.27,1.02,14.1,74.5,23,20.05,286,759,0.3768,1.995,99.421,12.9,12.9,0.909,200.5,5.496
STORE-1332,574,19,2141,93,80.4,24,7,4,101.8,Palo Alto,Electronics,294.51,2025-05-31,0.22,64.79,3534.12,22.97,15.81,9.43,4.36,194.38,265.95,0.0,1006.36,999.0,0.023,46,557,0.34,139.58,0.029,413.04,1636.5,3.96,38.0,78.8,17,12.66,118,583,0.2024,1.364,99.569,13.9,13.9,3.167,535.25,3.663
STORE-1333,451,17,2695,187,65.6,25,7,5,98.7,Sacramento,Electronics,255.81,2025-06-30,0.22,56.28,3069.72,42.93,22.44,10.94,4.94,168.83,267.08,11.27,816.23,72.43,0.0201,48,795,0.34,84.95,0.029,354.17,995.98,2.81,29.5,82.0,32,15.29,267,971,0.275,1.925,99.438,16.1,16.1,1.368,539.0,3.9
STORE-1334,553,49,2384,81,92.8,15,6,8,107.1,Sacramento,Clothing,296.58,2025-07-31,0.44,130.5,3558.96,13.59,9.72,7.66,5.4,174.98,260.35,0.0,1212.92,999.0,0.0251,53,539,0.41,232.43,0.013,924.53,7330.5,7.93,54.1,87.7,20,11.14,122,674,0.181,1.187,99.691,12.7,12.7,3.661,298.0,3.196
STORE-1335,485,8,1883,148,76.5,23,9,4,102.6,Los Angeles,Grocery,237.79,2025-08-31,0.48,114.14,2853.48,31.56,22.2,10.16,4.19,173.59,249.7,11.91,750.58,63.02,0.0245,45,692,0.27,135.25,0.021,177.78,1738.96,9.78,36.9,80.1,28,13.77,170,654,0.2599,1.4,99.561,14.2,14.2,1.607,470.75,3.108
STORE-1336,706,35,1509,168,93.5,24,12,6,68.2,Los Angeles,Clothing,324.15,2025-09-30,0.41,132.9,3889.8,22.7,25.2,8.65,4.39,191.25,287.19,0.0,1117.56,999.0,0.0274,34,545,0.41,234.1,0.029,1029.41,3309.68,3.22,48.1,87.6,20,9.72,166,668,0.2485,1.686,99.494,16.8,16.8,1.929,251.5,3.467
STORE-1337,614,20,2946,350,93.2,4,14,5,94.2,Sacramento,Electronics,336.64,2025-10-31,0.28,94.26,4039.68,42.92,42.0,5.34,5.1,222.18,337.54,0.9,1099.25,1221.39,0.0252,67,1036,0.34,109.18,0.012,298.51,3093.47,10.36,56.4,88.4,36,13.47,370,1634,0.2264,0.723,99.8,10.3,10.3,0.962,589.2,3.612
STORE-1338,430,18,1970,188,72.5,10,9,4,100.2,Sacramento,Clothing,280.11,2025-11-30,0.35,98.04,3361.32,38.56,22.56,8.43,4.25,165.26,257.06,0.0,1142.72,999.0,0.0214,42,785,0.41,119.9,0.027,428.57,1820.64,4.25,30.0,80.1,24,13.49,277,882,0.3141,1.267,99.672,14.5,14.5,1.49,492.5,3.864
STORE-1339,323,49,1766,178,60.5,17,6,7,110.7,Palo Alto,Grocery,236.04,2025-12-31,0.51,120.38,2832.48,45.26,30.26,10.73,4.78,172.31,312.34,76.3,782.54,10.26,0.0209,32,552,0.27,178.83,0.017,1531.25,2840.17,1.85,27.6,76.5,24,15.18,214,843,0.2539,1.661,99.58,6.1,6.1,1.326,252.29,3.901
STORE-1340,558,38,1915,428,64.5,21,8,7,81.0,San Francisco,Grocery,346.1,2026-01-31,0.51,176.51,4153.2,70.16,68.48,10.34,4.88,252.65,444.51,98.41,1498.22,15.22,0.0248,41,942,0.27,153.65,0.029,926.83,1430.53,1.54,24.0,78.8,41,20.52,296,1211,0.2444,2.033,99.412,20.7,20.7,0.809,273.57,5.366
STORE-1341,414,46,1517,369,58.3,20,5,7,110.5,Sacramento,Electronics,307.86,2026-02-28,0.2,61.57,3694.32,67.7,44.28,10.46,4.62,203.19,376.25,68.39,1438.22,21.03,0.0191,25,733,0.34,100.8,0.059,1840.0,580.86,0.32,14.0,76.9,29,22.26,294,806,0.3648,1.665,99.579,9.5,9.5,0.834,216.71,5.281
STORE-1342,505,18,2619,481,55.0,2,12,4,124.3,Los Angeles,Electronics,337.43,2026-03-31,0.17,57.36,4049.16,82.16,72.15,9.2,4.67,222.7,408.88,71.45,1623.88,22.73,0.0205,43,1211,0.34,56.84,0.039,418.6,495.52,1.18,18.8,74.9,47,24.23,476,1413,0.3369,1.661,99.52,16.3,16.3,0.702,654.75,6.135
STORE-1343,415,32,2820,394,92.4,8,13,7,102.7,Sacramento,Electronics,336.61,2026-04-30,0.31,104.35,4039.32,48.28,47.28,6.25,5.46,222.16,361.43,24.82,1280.08,51.57,0.0224,59,1193,0.34,104.96,0.015,542.37,2379.15,4.39,56.1,86.3,40,16.87,457,1350,0.3385,0.689,99.808,10.0,10.0,0.854,402.86,3.643
STORE-1344,687,28,1899,424,83.3,16,13,5,112.9,Palo Alto,Clothing,368.72,2026-05-31,0.35,129.05,4424.64,57.5,72.08,8.2,4.43,217.54,387.75,19.03,1559.09,81.93,0.0266,41,965,0.41,128.38,0.027,682.93,1949.49,2.85,39.5,87.8,24,15.86,226,1271,0.1778,1.271,99.671,19.8,19.8,0.87,379.8,4.426
STORE-1345,580,23,2201,453,91.6,24,12,5,117.3,San Francisco,Clothing,404.12,2024-06-30,0.41,165.69,4849.44,55.29,72.48,8.96,4.62,238.43,402.78,0.0,1714.14,999.0,0.0256,50,816,0.41,194.93,0.012,460.0,6660.09,14.48,63.0,84.9,33,15.86,250,830,0.3012,1.51,99.475,19.9,19.9,0.892,440.2,4.412
STORE-1346,879,28,1742,423,69.5,16,8,6,108.9,Palo Alto,Grocery,492.38,2024-07-31,0.48,236.34,5908.56,66.36,71.91,9.49,4.54,359.44,539.74,47.36,1909.83,40.33,0.03,56,872,0.27,222.25,0.021,500.0,2857.45,5.71,26.0,80.1,15,20.86,311,1380,0.2254,1.563,99.603,31.5,31.5,1.164,290.33,7.085
STORE-1347,343,32,1479,137,86.6,12,9,6,113.3,Los Angeles,Clothing,215.03,2024-08-31,0.41,88.16,2580.36,23.78,20.55,7.23,4.37,126.87,214.8,0.0,949.1,999.0,0.0215,33,552,0.41,153.32,0.027,969.7,2328.22,2.4,45.7,83.4,13,13.25,228,898,0.2539,1.215,99.684,5.0,5.0,1.57,246.5,2.483
STORE-1348,472,27,1876,69,89.1,3,11,5,115.2,Sacramento,Clothing,231.6,2024-09-30,0.41,94.96,2779.2,14.68,8.28,5.78,4.41,136.64,196.79,0.0,787.15,999.0,0.0237,38,576,0.41,158.27,0.012,710.53,5407.44,7.61,51.3,83.0,16,9.57,105,511,0.2055,0.885,99.762,6.2,6.2,3.357,375.2,2.599
STORE-1349,128,46,2082,307,91.7,28,7,7,89.3,San Francisco,Electronics,169.11,2024-10-31,0.31,52.42,2029.32,39.16,49.12,8.85,4.98,111.61,259.72,90.61,945.25,10.43,0.0175,32,705,0.34,89.23,0.015,1437.5,2022.45,1.41,53.3,86.7,23,13.18,182,1078,0.1688,1.456,99.548,5.0,5.0,0.551,297.43,1.844
STORE-1350,529,16,2534,222,66.6,5,8,4,70.4,Palo Alto,Electronics,261.3,2024-11-30,0.22,57.49,3135.6,46.13,37.74,7.79,4.61,172.46,284.73,23.43,844.75,36.05,0.0211,50,991,0.34,69.61,0.041,320.0,577.29,1.8,21.8,75.3,32,16.74,259,1568,0.1652,1.515,99.614,11.4,11.4,1.177,633.5,3.923
STORE-1351,420,41,1797,432,67.7,8,6,7,95.7,San Francisco,Clothing,305.87,2024-12-31,0.38,116.23,3670.44,68.52,69.12,8.82,4.8,180.46,372.72,66.85,1484.07,22.2,0.0209,39,733,0.41,152.22,0.023,1051.28,2713.57,2.58,27.8,79.7,16,21.46,182,680,0.2676,1.659,99.58,16.0,16.0,0.708,256.71,4.518
